,X.1,ID,case_name,url,cite,dock_raw,docket,summary,jurisdiction,court,case_date,plt,plt_typ,def,def_typ,judge,outcome,outcome_notes,agy,location,statute,species,AIM,TON,OOC,cites,appeals,ej_count,ej_keywords,science,experts,dr_phd,deference,climate_count,climate_keywords,housing_count,housing_keywords,cercla_flag,further_notes,ton_mc1,ton_mc2,ooc_mc1,ooc_mc2,judge_clean,First_Name,Middle,Last_Name,Middle_Initial,n.x,nid,jid,Last.Name,First.Name,Middle.Name,Suffix,Birth.Month,Birth.Day,Birth.Year,Birth.City,Birth.State,Death.Month,Death.Day,Death.Year,Death.City,Death.State,Gender,Race.or.Ethnicity,Court.Type..1.,Court.Name..1.,Appointment.Title..1.,Appointing.President..1.,Party.of.Appointing.President..1.,Reappointing.President..1.,Party.of.Reappointing.President..1.,ABA.Rating..1.,Seat.ID..1.,Statute.Authorizing.New.Seat..1.,Recess.Appointment.Date..1.,Nomination.Date..1.,School..1.,Degree..1.,Degree.Year..1.,School..2.,Degree..2.,Degree.Year..2.,School..3.,Degree..3.,Degree.Year..3.,School..4.,Degree..4.,Degree.Year..4.,School..5.,Degree..5.,Degree.Year..5.,Professional.Career,Other.Nominations.Recess.Appointments,X,party.affiliation.of.president,president.name,court.type,court.name,state,nomination.date.senate.executive.journal,dime.cid,dime.cfscore,imputed.dime.cfscore,jcs.score.dw,jcs.cfscore.cf,pres.dw,pres.dime.cfscore,senscore.dw,senscore.dime.cfscore,state.delegation.dw,state.delegation.dime.cfscore,use.pres,both.sen.opp,unified,birth.year,gender,race.or.ethnicity,aba.rating,law.school,employment.text.field,exit.year,enter.year,jd.rank,degree.type,clerked.for.con,clerked.for.lib,nconts,jud.chair.dw,overimputed.dime.cfscore,court.name1,enter.year1,exit.year1,court.name2,enter.year2,exit.year2,court.name3,enter.year3,exit.year3,exit.yearr,exit.year1r,exit.year2r,circuit,circuit2,circuit3,Middle.Initial,n.y,first_dist,middle_dist,last_dist,total_dist,matched,district,District_FJCBonica,court_mismatch,n,keep,magistrate,notes
26,253,2017-0227-atl.cx-001,Atl. Cas. Ins. Co. v. Garcia,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5MJW-V571-F04D-80YR-00000-00&context=1516831&sourcegroupingtype=G,227 F. Supp. 3d 990,CAUSE NO.: 2:15-CV-66-JEM,15-00066,none,U.S. Federal,"United States District Court for the Northern District of Indiana, Hammond Division",1/5/17,atlantic casualty insurance company,industry,juan garcia%maria garcia,individual,john e. martin,plaintiff,none,none,indiana,cercla,none,establish liability and enforce coverage,toxic waste%land%water,stoddard solvent and pce solvent,3,yes,0,none,0,none,0,no,0,none,0,none,1,none,Landscapes%Landscapes%Anthropogenic,Landscapes%Freshwater%Hazardous Substance,waste & pollution,Production,john e. martin,john,e.,martin,e,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
27,185,2011-2011-friend-004,Friends of Merrymeeting Bay v. Nextera Energy Res. LLC,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:53C1-D1G1-JCNB-S033-00000-00&context=1516831&sourcegroupingtype=G,2011 U.S. Dist. LEXIS 78510,No. 2:11-cv-38-GZS,11-00038,none,U.S. Federal,United States District Court for the District of Maine,7/19/11,friends of merrymeeting bay,ngo,nextera energy resources llc,industry,john h. rich iii,mixed,"cwa claim dismissed, plaintiffs had jurisdiciton",none,maine,esa%cwa,atlantic salmon,protect species,fauna%river,dams%salmon,1,yes,0,none,0,none,0,no,0,none,0,none,0,none,Biosphere%Landscapes,Fauna%Freshwater,conservation%conservation,Flora/Fauna/Ecosystems%Flora/Fauna/Ecosystems,john h. rich,john,h.,rich,h,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
28,21,1993-1993-atlant-002,Atlantic Richfield Co. v. American Airlines,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-V240-001T-60T4-00000-00&context=1516831&sourcegroupingtype=G,1993 U.S. Dist. LEXIS 20124,89-C-868-B%89-C-869-B%90-C-859-B Consolidated,89-00868%89-00869%90-00859,"In a contribution action under 42 U.S.C.S. § 9613(f)(1) of CERCLA, a magistrate judge recommended that the pro tanto and not the proportionate approach be applied to plaintiff's recovery against non-settling defendants, as this approach was recognized in 42 U.S.C.S. § 9622(g), not barred by 42 U.S.C.S. § 9613(f)(2), and conducive of settlements.",U.S. Federal,United States District Court for the Northern District of Oklahoma,3/3/93,atlantic richfield company,industry,"american airlines, inc.",industry,john leo wagner,plaintiff,costs recovered are based on pro tanto rule,none,oklahoma,cercla,none,recover costs,hazardous substances,hazardous waste cleanup,0,yes,0,none,4,"professor martin a. frey, professor of law, university of tulsa college of law",3,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Waste Management,john leo wagner,john,leo,wagner,l,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
29,41,2004-2004-klamat-003,Klamath Siskiyou Wildlands Ctr. v. BLM,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4CN4-0F50-0038-Y2GT-00000-00&context=1516831&sourcegroupingtype=G,2004 U.S. Dist. LEXIS 10977,Civil No. 03-3006-CO,03-03006,An injunction should be issued; magistrate found that the organizations established the possibility of irreparable harm if the Pickett Snake Project was allowed to proceed without compliance with the Federal Lands Policy and Management Act and NEPA.,U.S. Federal,United States District Court for the District of Oregon,1/12/04,klamath siskiyou wildlands center%siskiyou regional education project%oregon natural resources council%headwaters,ngo,bureau of land management,fed,john p. cooney,mixed,none,blm,oregon,esa%nepa%flpma%wsra,northern spotted owl,stop construction%start regulation%defedant motion for summary judgement,forest%flora%fauna%wildlife,commercial logging and road construction,0,yes,0,none,11,none,4,yes,0,none,0,none,0,none,Biosphere%Biosphere,Flora%Fauna,conservation,Flora/Fauna/Ecosystems,john p. cooney,john,p.,cooney,p,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
30,62,2005-2005-or.nax-002,"Or. Natural Desert Ass'n v. United States Forest Serv., et al.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5Y1T-NW11-JNS1-M075-00000-00&context=1516831&sourcegroupingtype=G,2005 U.S. Dist. LEXIS 55054,Civil No. 04-3096-CO,04-03096,none,U.S. Federal,United States District Court for the District of Oregon,4/28/05,oregon natural desert association,ngo,united states forest service,fed,john p. cooney,mixed,none,fs,oregon,nfma%esa%nepa,none,enforce regulation%stop grazing permits,forest,grazing permits,0,yes,0,none,0,none,0,no,0,none,0,none,0,none,Biosphere,Flora,conservation,Land Use/Farming Practice,john p. cooney,john,p.,cooney,p,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
31,70,2005-2005-siskiy-002,Siskiyou Reg'l Educ. Project v. United States Forest Serv.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4JM6-S020-TVW9-N39D-00000-00&context=1516831&sourcegroupingtype=G,2005 U.S. Dist. LEXIS 41341,Civil No. 03-3013-CO (Lead Case),03-03013,none,U.S. Federal,United States District Court for the District of Oregon,11/8/05,siskiyou regional education project,ngo,united states forest service%siskiyou national forest,fed,john p. cooney,defendant,none,fs,oregon,nepa%nfma,none,enforce guidelines,mining%toxic waste,surface dredging,0,yes,0,none,0,none,0,yes,0,none,0,none,0,none,EMR%Anthropogenic,Industrial/Materials%Hazardous Substance,conservation,Construction-Water Infrastructure,john p. cooney,john,p.,cooney,p,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
32,118,1994-1994-friend-001,Friends of the Coast Fork v. United States DOI,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4C12-S7R0-0038-Y366-00000-00&context=1516831&sourcegroupingtype=G,1994 U.S. Dist. LEXIS 21675,Civil No. 94-6140-CO,94-06140,none,U.S. Federal,United States District Court for the District of Oregon,11/10/94,friends of the coast fork%oregon natural resources council,ngo,united states department of interior%united states fish and wildlife service,fed,john p. cooney,plaintiff,none,fws,oregon,esa,western pond turtle,request documents,fauna,turtle that was denied from endangered species list,0,yes,0,none,13,"dr. perkins, biology, none%dr. holland, none, none%joseph manatto, educator and writer, none%mr. pringle, turtle habitat delineation, none%elizabeth claiman, censure of turtles, none",9,no,0,none,0,none,0,none,Biosphere,Fauna,conservation,Flora/Fauna/Ecosystems,john p. cooney,john,p.,cooney,p,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
33,129,1999-087f-siskiy-001,Siskiyou Reg'l Educ. Project v. Rose,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:82X3-68P1-652J-H0S2-00000-00&context=1516831&sourcegroupingtype=G,87 F. Supp. 2d 1074,Civil No. 98-3069-CO,98-03069,none,U.S. Federal,United States District Court for the District of Oregon,6/24/99,siskiyou regional education project,ngo,united states forest service%siskiyou national forest supervisor,fed,john p. cooney,plaintiff,none,fs,oregon,nepa%nfma%multiple-use sustained-yield act,none,prevent extraction,creek%forest,dredge mining,1,no,0,none,28,none,9,yes,0,none,0,none,0,none,Biosphere%Landscapes,Flora%Freshwater,energy & mineral resources,Other mineral extraction,john p. cooney,john,p.,cooney,p,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
34,195,1995-1995-siskiy-001,Siskiyou Regional Educ. Project v. United States Forest Serv.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-C490-001T-52VT-00000-00&context=1516831&sourcegroupingtype=G,1995 U.S. Dist. LEXIS 20716,Civil No. 94-3084-CO,94-03084,"Plaintiffs were entitled to declaratory relief on United States Forest Service's decision to rent out a lookout in an old-growth forest because decision failed to comply with NEPA, 42 U.S.C.S. § 4321 et seq., National Forest Management Act, 16 U.S.C.S. § 1604 et seq., and the Siskiyou National Forest's Land and Resource Management Plan.",U.S. Federal,United States District Court for the District of Oregon,9/20/95,siskiyou regional education project%siskiyou audubon society%kalmiopsis audubon society,ngo,united states forest service,fed,john p. cooney,mixed,"plaintiff's claim for injunction denied as moot, summary judgement granted to plaintiff for all other claims",fs,oregon,nepa%nfma,port orford cedar,reduce risk of root rot,forest%creek,overnight lookout rental,0,yes,0,none,3,"richard nawa, ecologist, siskiyou regional education project",23,no,0,none,0,none,0,none,Biosphere%Landscapes,Flora%Freshwater,recreation,Other,john p. cooney,john,p.,cooney,p,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
35,94,2004-2004-navick-001,Navickas v. United States Forest Serv.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4CJB-BS00-0038-Y17V-00000-00&context=1516831&sourcegroupingtype=G,2004 U.S. Dist. LEXIS 10088,Civil No. 03-3066-CO,03-03066,"A magistrate recommended the dismissal of citizen's suit, which challenged United States Forest Service's approval of a power cable replacement project on mountain; the citizen failed to allege specific facts establishing his standing to bring suit.",U.S. Federal,United States District Court for the District of Oregon,4/21/04,eric navickas,individual,united states forest service,fed,john patrick cooney,defendant,none,fs,oregon,nepa,none,challenge approval,forest,power cable replacement,2,yes,0,none,1,none,0,yes,0,none,0,none,0,none,Biosphere,Flora,energy & mineral resources,Production/Transmission/Use,john patrick cooney,john,patrick,cooney,p,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
36,234,2004-2004-klamat-001,Klamath Siskiyou Wildlands Ctr. v. BLM,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4D3S-JJW0-0038-Y46S-00000-00&context=1516831&sourcegroupingtype=G,2004 U.S. Dist. LEXIS 15978,Civil No. 03-3006-CO,03-03006,"Where BLM adequately analyzed project's effects on wildlife, but not on soil and water, magistrate recommended that BLM's summary judgment motion be granted with regard to wildlife and plaintiffs' motion be granted with regard to soil and water.",U.S. Federal,United States District Court for the District of Oregon,8/6/04,klamath siskiyou wildlands center%siskiyou regional education project%oregon natural resources council%headwaters,ngo,united states bureau of land management%united states department of interior,fed,john patrick cooney,mixed,none,blm,oregon,nepa%flpma,none,challenge the eis,fauna%flora%soil%water,eis,0,yes,0,none,2,none,0,no,0,none,0,none,0,none,Biosphere%Biosphere%Landscapes%Landscapes,Flora%Fauna%Landscapes%Freshwater,conservation,Regulations/Policy,john patrick cooney,john,patrick,cooney,p,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
37,180,2007-2007-thomas-001,Thomas v. United States EPA,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4RCN-T3X0-TXFP-R3CX-00000-00&context=1516831&sourcegroupingtype=G,2007 U.S. Dist. LEXIS 92201,No. C06-0115,06-00115,none,U.S. Federal,"United States District Court for the Northern District of Iowa, Cedar Rapids Division",12/17/07,james g. thomas%kerry thomas%gregory norlin%nancy norlin%sierra club,individual%ngo,united states environmental protection agency%stephen l. johnson%john b. askew,fed,jon stuart scoles,defendant,none,epa,iowa,cwa%cwa,none,recover legal fees%stop water pollution,water%toxic waste disposal%wetland,list of impaired water segments,0,yes,0,none,52,none,0,yes,0,none,0,none,0,none,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,waste & pollution,Flora/Fauna/Ecosystems,jon stuart scoles,jon,stuart,scoles,s,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,
38,66,2007-0500-s.appx-001,S. Appalachian Biodiversity Project v. United States Forest Serv.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4P2K-GDF0-TXFR-X25Y-00000-00&context=1516831&sourcegroupingtype=G,500 F. Supp. 2d 764,No. 2:05-CV-240,05-00240,"The USFS's withholding of documents from a FOIA request was upheld because the documents contained preliminary analysis and recommendations pertaining to various options and proposals to a project proposal and those were the very type of records that Exemption 5, 5 U.S.C.S. § 552(b)(5), had been construed to protect.",U.S. Federal,"United States District Court for the Eastern District of Tennessee, Greeneville Division",6/26/07,southern appalachian biodiversity project%wild south,ngo,united states forest service,fed,leon jordan,defendant,none,fs,tennessee,nepa,none,obtain records,forest,controversial project details,2,no,0,none,0,none,0,no,0,none,0,none,0,none,Biosphere,Flora,legal & procedural,Legal,leon jordan,leon,,jordan,NA,1,1382981,1210,jordan,robert,leon, ,NA,NA,1934,Woodlawn,TN,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Tennessee,Judge,Ronald Reagan,Republican,,,Qualified,TNED0111, ,,7/25/88,University of Tennessee,B.S.,1958,University of Tennessee College of Law,J.D.,1960,,,,,,NA,,,NA,"U.S. Army, 1954-1956; Private practice, Nashville, Tennessee, 1960-1961; Manager, Frontier Refining Company, Denver, Colorado, 1962-1964; Private practice, Johnson City, Tennessee, 1964-1966, 1971-1980; Trust officer, First People's Bank, Johnson, Tennessee, 1966-1969; Trust officer/vice president, Commercial National Bank, Pensacola, Florida, 1969-1971; Trust officer, First National Bank, Milton, Florida, 1969-1971; Chancellor, Tennessee Chancery Court, First Judicial District, 1980-1988",,1262,Republican,Ronald Reagan,USDC,"U. S. District Court, Eastern District of Tennessee",TN,7/25/88,NA,NA,0.554,0.69,0.98,0.69,0.98,-0.336,-0.508,-0.107,0.047,1,1,0,1934,M,White,Qualified,University of Tennessee College of Law,"U.S. Army, 1954-1956<BR>Private practice, Nashville, Tennessee, 1960-1961<BR>Manager, Frontier Refining Company, Denver, Colorado, 1962-1964<BR>Private practice, Johnson City, Tennessee, 1964-1966, 1971-1980<BR>Trust officer, First People`s Bank, Johnson, Tennessee, 1966-1969<BR>Trust officer/vice president, Commercial National Bank, Pensacola, Florida, 1969-1971<BR>Trust officer, First National Bank, Milton, Florida, 1969-1971<BR>Chancellor, Tennessee Chancery Court, First Judicial District, 1980-1988",2001,1988,4,B.S.,0,0,0,-0.318,NA,,NA,3000,,NA,3000,NA,NA,NA,2001,NA,NA,"U. S. District Court, Eastern District of Tennessee",,NA,l,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,
39,130,1993-0909-martin-001,Martin Marietta Energy Sys. v. Martin,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-V240-001T-60T5-00000-00&context=1516831&sourcegroupingtype=G,909 F. Supp. 528,No. CIV 3-92-0871,92-00871,"Denial of energy producers' motion to preliminarily enjoin an administrative proceeding against them was proper where administrative remedies were not exhausted, futile, or inadequate, and agency jurisdiction was not conspicuously lacking.",U.S. Federal,United States District Court for the Eastern District of Tennessee,3/3/93,martin marietta energy systems inc,industry,department of labor%william k reid%sandra reid,fed%individual,leon jordan,defendant,none,dol,tennessee,caa%tsca%cercla%sdwa%sdwa%smcra,none,supress whistleblower,clean air%drinking water%hazardous waste,whistleblower testimony,0,no,4,discrimination,0,none,0,no,0,none,0,none,1,none,Landscapes%Atmosphere%Anthropogenic,Freshwater%Atmosphere%Hazardous Substance,waste & pollution,Non-environmental,leon jordan,leon,,jordan,NA,1,1382981,1210,jordan,robert,leon, ,NA,NA,1934,Woodlawn,TN,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Tennessee,Judge,Ronald Reagan,Republican,,,Qualified,TNED0111, ,,7/25/88,University of Tennessee,B.S.,1958,University of Tennessee College of Law,J.D.,1960,,,,,,NA,,,NA,"U.S. Army, 1954-1956; Private practice, Nashville, Tennessee, 1960-1961; Manager, Frontier Refining Company, Denver, Colorado, 1962-1964; Private practice, Johnson City, Tennessee, 1964-1966, 1971-1980; Trust officer, First People's Bank, Johnson, Tennessee, 1966-1969; Trust officer/vice president, Commercial National Bank, Pensacola, Florida, 1969-1971; Trust officer, First National Bank, Milton, Florida, 1969-1971; Chancellor, Tennessee Chancery Court, First Judicial District, 1980-1988",,1262,Republican,Ronald Reagan,USDC,"U. S. District Court, Eastern District of Tennessee",TN,7/25/88,NA,NA,0.554,0.69,0.98,0.69,0.98,-0.336,-0.508,-0.107,0.047,1,1,0,1934,M,White,Qualified,University of Tennessee College of Law,"U.S. Army, 1954-1956<BR>Private practice, Nashville, Tennessee, 1960-1961<BR>Manager, Frontier Refining Company, Denver, Colorado, 1962-1964<BR>Private practice, Johnson City, Tennessee, 1964-1966, 1971-1980<BR>Trust officer, First People`s Bank, Johnson, Tennessee, 1966-1969<BR>Trust officer/vice president, Commercial National Bank, Pensacola, Florida, 1969-1971<BR>Trust officer, First National Bank, Milton, Florida, 1969-1971<BR>Chancellor, Tennessee Chancery Court, First Judicial District, 1980-1988",2001,1988,4,B.S.,0,0,0,-0.318,NA,,NA,3000,,NA,3000,NA,NA,NA,2001,NA,NA,"U. S. District Court, Eastern District of Tennessee",,NA,l,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,
